"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Amos Pieper";"A. Pieper";"25507";"1998-01-17";"SV Werder Bremen";"111";"GER - Bundesliga";"6";"2025/2026";"129";"RCB";"Central Defender";"98.84";"9";"0";"11312.44";"114.45";"1570.11";"494.44";"44.11";"111.33";"6.33";"605.78";"50.44";"28.32";"29.42";"109.67";"5.0";"86.56";"11.89";"2.67";"0.79";"0.92";"1.0";"1.43";"null";"33.22";"2.3";"2.82";"10300.42";"114.45";"1429.65";"450.21";"40.16";"101.37";"5.77";"551.58";"45.93";"99.86";"4.55";"78.81";"10.83";"2.43";"0.91";"30.25"
"Leo Skiri Østigård";"L. Østigård";"25512";"1999-11-28";"Genoa";"135";"ITA - Serie A";"5";"2025/2026";"129";"CB";"Central Defender";"99.69";"11";"0";"10352.36";"103.84";"1197.18";"401.18";"33.91";"117.0";"6.0";"518.18";"39.91";"27.85";"29.02";"103.64";"5.36";"80.36";"9.64";"3.55";"0.69";"0.8";"1.45";"1.39";"1.55";"24.09";"2.26";"3.13";"9346.01";"103.84";"1080.8";"362.18";"30.61";"105.63";"5.42";"467.81";"36.03";"93.56";"4.84";"72.55";"8.7";"3.2";"1.31";"21.75"
"Tim Lemperle";"T. Lemperle";"25551";"2002-02-05";"TSG 1899 Hoffenheim";"113";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"81.78";"12";"0";"9738.5";"119.09";"1478.5";"731.08";"77.67";"306.25";"19.0";"1037.33";"96.67";"30.15";"31.16";"108.75";"10.75";"87.17";"22.67";"8.0";"0.6";"0.61";"3.25";"1.18";"1.24";"68.83";"1.82";"2.63";"10717.82";"119.09";"1627.18";"804.6";"85.48";"337.05";"20.91";"1141.65";"106.39";"119.69";"11.83";"95.93";"24.95";"8.8";"3.58";"75.76"
"Luis Milla Manzanares";"Luis Milla";"25592";"1994-10-07";"Getafe CF";"268";"ESP - LaLiga";"4";"2025/2026";"129";"DM";"Midfield";"100.04";"15";"0";"11577.93";"115.73";"1916.73";"633.47";"55.47";"135.8";"8.67";"769.27";"64.13";"27.15";"28.66";"116.27";"4.6";"103.87";"13.13";"2.27";"0.6";"0.63";"0.67";"1.34";"1.46";"51.8";"1.88";"2.69";"10415.51";"115.73";"1724.29";"569.87";"49.9";"122.17";"7.8";"692.03";"57.69";"104.59";"4.14";"93.44";"11.81";"2.04";"0.6";"46.6"
"Lucas Ahijado Quintana";"Lucas Ahijado";"25661";"1995-01-30";"Real Oviedo";"776";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"94.38";"9";"0";"10668.67";"113.04";"1458.56";"722.22";"71.11";"276.78";"15.33";"999.0";"86.44";"29.93";"30.46";"121.22";"10.11";"98.11";"24.11";"7.44";"0.68";"0.7";"2.44";"1.19";"1.33";"46.22";"1.99";"2.71";"10173.19";"113.04";"1390.82";"688.68";"67.81";"263.92";"14.62";"952.6";"82.43";"115.59";"9.64";"93.55";"22.99";"7.1";"2.33";"44.08"
"Pedro González López";"Pedri";"25738";"2002-11-25";"FC Barcelona";"264";"ESP - LaLiga";"4";"2025/2026";"129";"LDM";"Midfield";"91.19";"8";"0";"10988.12";"120.5";"1860.25";"456.5";"38.75";"82.62";"4.5";"539.12";"43.25";"27.26";"28.28";"91.5";"3.25";"76.5";"7.62";"2.0";"0.68";"0.89";"0.38";"1.72";"null";"50.75";"2.06";"2.7";"10844.78";"120.5";"1835.98";"450.54";"38.24";"81.55";"4.44";"532.09";"42.69";"90.31";"3.21";"75.5";"7.53";"1.97";"0.37";"50.09"
"Iñigo  Ruiz de Galarreta Etxeberria";"Iñigo Ruiz de Galarreta";"25739";"1993-08-06";"Athletic Club de Bilbao";"273";"ESP - LaLiga";"4";"2025/2026";"129";"RDM";"Midfield";"72.18";"9";"0";"8980.78";"124.43";"1531.56";"468.78";"37.0";"48.0";"3.44";"516.78";"40.44";"25.84";"26.46";"81.0";"2.67";"67.78";"10.33";"1.33";"0.84";"0.89";"0.44";"1.71";"null";"44.33";"2.02";"2.73";"11198.61";"124.43";"1909.78";"584.54";"46.14";"59.85";"4.3";"644.4";"50.43";"101.0";"3.33";"84.52";"12.89";"1.66";"0.55";"55.28"
"Santiago Ignacio Bueno Sciutto";"S. Bueno";"25750";"1998-11-09";"Wolverhampton Wanderers";"52";"ENG - Premier League";"1";"2025/2026";"129";"CB";"Central Defender";"98.79";"8";"0";"9810.5";"99.3";"1086.25";"343.12";"32.25";"108.0";"5.12";"451.12";"37.38";"28.9";"29.3";"112.38";"4.75";"89.62";"10.38";"3.12";"0.82";"1.0";"1.0";"1.72";"null";"21.38";"2.17";"null";"8937.26";"99.3";"989.56";"312.58";"29.38";"98.39";"4.67";"410.97";"34.05";"102.37";"4.33";"81.65";"9.45";"2.85";"0.91";"19.47"
"Jon Pacheco Dozagarat";"Jon Pacheco";"25803";"2001-01-08";"Deportivo Alavés";"313";"ESP - LaLiga";"4";"2025/2026";"129";"LCB";"Central Defender";"98.19";"14";"0";"9816.71";"99.98";"1094.79";"363.21";"36.79";"109.29";"6.29";"472.5";"43.07";"28.33";"29.84";"101.93";"5.14";"80.36";"11.71";"3.07";"0.67";"0.67";"0.71";"1.42";"null";"23.64";"1.99";"3.11";"8997.75";"99.98";"1003.45";"332.91";"33.72";"100.17";"5.76";"433.08";"39.48";"93.43";"4.71";"73.65";"10.74";"2.82";"0.65";"21.67"
"Chris Richards";"C. Richards";"25828";"2000-03-28";"Crystal Palace";"60";"ENG - Premier League";"1";"2025/2026";"129";"RCB";"Central Defender";"99.63";"19";"0";"10910.26";"109.51";"1454.63";"447.58";"40.63";"138.26";"6.63";"585.84";"47.26";"28.68";"30.04";"110.11";"5.26";"84.53";"10.89";"3.58";"0.68";"0.7";"1.32";"1.22";"1.51";"31.58";"2.09";"2.68";"9855.55";"109.51";"1314.01";"404.31";"36.7";"124.9";"5.99";"529.21";"42.69";"99.46";"4.75";"76.35";"9.84";"3.23";"1.19";"28.53"
"Alejandro Catena Marugán";"Alejandro Catena";"25875";"1994-10-28";"CA Osasuna";"259";"ESP - LaLiga";"4";"2025/2026";"129";"CB";"Central Defender";"99.58";"12";"0";"10335.0";"103.79";"1312.33";"363.5";"34.0";"91.92";"5.83";"455.42";"39.83";"27.62";"28.84";"111.67";"4.42";"88.17";"12.42";"2.75";"0.72";"0.76";"0.5";"1.72";"null";"31.17";"1.91";"3.02";"9341.07";"103.79";"1186.12";"328.54";"30.73";"83.08";"5.27";"411.62";"36.0";"100.93";"3.99";"79.69";"11.22";"2.49";"0.45";"28.17"
"Nikola Tavares";"N. Tavares";"25900";"1999-01-17";"Barnet FC";"3940";"ENG - League Two";"204";"2025/2026";"129";"CB";"Central Defender";"93.34";"9";"0";"9059.33";"97.05";"1008.67";"372.33";"39.22";"137.0";"8.22";"509.33";"47.44";"29.71";"30.26";"101.44";"4.33";"75.67";"9.0";"2.44";"0.62";"0.65";"1.0";"1.22";"1.52";"21.0";"2.06";"3.05";"8734.92";"97.05";"972.55";"359.0";"37.82";"132.09";"7.93";"491.09";"45.75";"97.81";"4.18";"72.96";"8.68";"2.36";"0.96";"20.25"
"Nikola Tavares";"N. Tavares";"25900";"1999-01-17";"Barnet FC";"3940";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"93.02";"13";"0";"9225.69";"99.18";"1074.46";"436.92";"42.77";"132.08";"8.23";"569.0";"51.0";"28.52";"29.66";"107.08";"5.23";"79.77";"10.92";"2.69";"0.62";"0.67";"0.69";"1.5";"null";"17.38";"2.33";"3.07";"8926.0";"99.18";"1039.56";"422.73";"41.38";"127.79";"7.96";"550.52";"49.34";"103.6";"5.06";"77.18";"10.57";"2.6";"0.67";"16.82"
"Lorenzo Colombo";"L. Colombo";"26008";"2002-03-08";"Genoa";"135";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"77.44";"17";"0";"8832.59";"114.06";"1306.76";"519.59";"49.82";"162.53";"9.29";"682.12";"59.12";"29.46";"30.76";"88.18";"7.71";"71.53";"15.47";"5.29";"0.67";"0.76";"1.65";"1.31";"1.38";"39.29";"1.9";"2.92";"10265.12";"114.06";"1518.71";"603.86";"57.9";"188.89";"10.8";"792.75";"68.71";"102.48";"8.96";"83.13";"17.98";"6.15";"1.91";"45.67"
"Jimmy Dunne";"J. Dunne";"26010";"1997-10-19";"Queens Park Rangers";"56";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"96.2";"12";"0";"10636.25";"110.57";"1435.75";"483.92";"47.83";"166.25";"8.42";"650.17";"56.25";"28.99";"30.12";"122.5";"8.08";"98.5";"16.92";"5.42";"0.57";"0.57";"1.92";"1.23";"1.44";"34.0";"2.21";"2.69";"9951.04";"110.57";"1343.26";"452.74";"44.75";"155.54";"7.87";"608.28";"52.63";"114.61";"7.56";"92.15";"15.83";"5.07";"1.79";"31.81"
"Jimmy Dunne";"J. Dunne";"26010";"1997-10-19";"Queens Park Rangers";"56";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"100.44";"17";"0";"10438.59";"103.93";"1297.53";"420.24";"38.53";"104.65";"6.53";"524.88";"45.06";"28.15";"29.7";"117.35";"6.65";"91.53";"11.59";"3.88";"0.67";"0.75";"1.18";"1.3";"1.65";"26.71";"2.16";"2.61";"9353.74";"103.93";"1162.68";"376.56";"34.53";"93.77";"5.85";"470.33";"40.38";"105.16";"5.96";"82.02";"10.38";"3.48";"1.05";"23.93"
"Bobby Thomas";"B. Thomas";"26012";"2001-01-30";"Coventry City Football Club";"1545";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"99.74";"22";"0";"10358.5";"103.86";"1324.82";"448.14";"41.5";"134.32";"7.73";"582.45";"49.23";"28.85";"31.04";"113.5";"5.77";"84.05";"11.05";"3.59";"0.68";"0.68";"1.18";"1.35";"1.47";"31.64";"1.89";"2.69";"9347.29";"103.86";"1195.49";"404.39";"37.45";"121.21";"6.97";"525.59";"44.42";"102.42";"5.21";"75.84";"9.97";"3.24";"1.07";"28.55"
"Jorge Cuenca Barreno";"Jorge Cuenca";"26024";"1999-11-17";"Fulham";"48";"ENG - Premier League";"1";"2025/2026";"129";"LCB";"Central Defender";"95.54";"10";"0";"9613.2";"100.62";"1196.2";"375.9";"36.6";"113.4";"7.3";"489.3";"43.9";"28.25";"28.96";"117.0";"5.2";"90.9";"12.2";"2.9";"0.78";"null";"1.3";"1.42";"null";"17.8";"2.25";"3.06";"9055.61";"100.62";"1126.82";"354.1";"34.48";"106.82";"6.88";"460.92";"41.35";"110.21";"4.9";"85.63";"11.49";"2.73";"1.22";"16.77"
"Tatsuki Seko";"T. Seko";"26046";"1997-12-22";"Stoke City";"46";"ENG - Championship";"31";"2025/2026";"129";"LDM";"Midfield";"88.25";"8";"0";"10403.0";"117.89";"2042.12";"550.75";"51.25";"111.0";"6.25";"661.75";"57.5";"27.41";"28.04";"112.62";"5.12";"91.75";"16.75";"2.12";"0.81";"0.87";"0.38";"2.02";"null";"41.0";"1.83";"2.83";"10609.79";"117.89";"2082.72";"561.7";"52.27";"113.21";"6.37";"674.9";"58.64";"114.86";"5.23";"93.57";"17.08";"2.17";"0.38";"41.82"
"Koki Saito";"K. Saito";"26050";"2001-08-10";"Queens Park Rangers";"56";"ENG - Championship";"31";"2025/2026";"129";"LW";"Wide Attacker";"84.3";"12";"0";"9805.08";"116.32";"1590.58";"665.33";"59.25";"165.17";"10.42";"830.5";"69.67";"27.91";"28.84";"110.92";"8.25";"92.5";"15.75";"5.92";"0.57";"0.61";"1.5";"1.27";"1.28";"51.25";"1.95";"2.73";"10468.58";"116.32";"1698.22";"710.36";"63.26";"176.34";"11.12";"886.7";"74.38";"118.42";"8.81";"98.76";"16.82";"6.32";"1.6";"54.72"
"Matthew Gerrard Smith";"M. Smith";"26149";"2000-10-05";"Wigan Athletic";"38";"ENG - League One";"101";"2025/2026";"129";"DM";"Midfield";"94.65";"8";"0";"10372.75";"109.59";"1717.38";"539.0";"48.5";"88.38";"5.88";"627.38";"54.38";"26.85";"27.34";"106.75";"5.12";"90.75";"14.25";"3.5";"0.68";"0.79";"0.75";"1.55";"null";"37.12";"2.16";"2.84";"9862.72";"109.59";"1632.93";"512.5";"46.12";"84.03";"5.59";"596.53";"51.7";"101.5";"4.87";"86.29";"13.55";"3.33";"0.71";"35.3"
"Jérémy Doku";"J. Doku";"26159";"2002-05-27";"Manchester City";"40";"ENG - Premier League";"1";"2025/2026";"129";"LW";"Wide Attacker";"82.22";"8";"0";"8774.88";"106.72";"1304.62";"544.12";"54.62";"174.88";"10.5";"719.0";"65.12";"29.57";"30.42";"98.38";"9.38";"82.0";"14.62";"6.75";"0.59";"0.61";"3.0";"1.18";"1.51";"44.62";"2.03";"2.73";"9604.85";"106.72";"1428.02";"595.59";"59.79";"191.42";"11.49";"787.01";"71.28";"107.68";"10.26";"89.76";"16.01";"7.39";"3.28";"48.85"
"Filippo Terracciano";"F. Terracciano";"26201";"2003-02-08";"US Cremonese";"771";"ITA - Serie A";"5";"2025/2026";"129";"RCB";"Central Defender";"96.77";"19";"0";"11017.63";"113.85";"1552.05";"492.05";"42.74";"126.26";"7.0";"618.32";"49.74";"28.09";"29.76";"114.74";"4.53";"92.63";"10.53";"2.68";"0.71";"0.75";"1.05";"1.37";"1.64";"33.11";"1.94";"2.64";"10246.45";"113.85";"1443.42";"457.61";"39.75";"117.43";"6.51";"575.04";"46.26";"106.71";"4.21";"86.15";"9.79";"2.5";"0.98";"30.79"
"Sondre Tronstad";"S. Tronstad";"26213";"1995-08-26";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"RDM";"Midfield";"97.07";"8";"0";"11024.38";"113.57";"1679.62";"462.88";"42.0";"104.38";"4.75";"567.25";"46.75";"27.48";"28.36";"95.25";"5.5";"86.12";"9.88";"3.5";"0.69";"0.77";"0.75";"1.29";"null";"37.5";"1.96";"2.8";"10221.56";"113.57";"1557.31";"429.17";"38.94";"96.77";"4.4";"525.94";"43.35";"88.31";"5.1";"79.85";"9.16";"3.25";"0.7";"34.77"
"Facundo Nahuel Tenaglia";"N. Tenaglia";"26534";"1996-02-21";"Deportivo Alavés";"313";"ESP - LaLiga";"4";"2025/2026";"129";"RCB";"Central Defender";"98.31";"12";"0";"10026.25";"101.98";"1109.83";"391.75";"39.5";"140.58";"8.0";"532.33";"47.5";"29.62";"31.28";"107.83";"4.92";"83.92";"12.58";"2.42";"0.76";"0.8";"1.17";"1.43";"1.79";"30.17";"2.07";"2.78";"9178.51";"101.98";"1015.99";"358.63";"36.16";"128.7";"7.32";"487.32";"43.48";"98.72";"4.5";"76.82";"11.52";"2.21";"1.07";"27.62"
"Martín Ismael Payero";"M. Payero";"26545";"1998-09-11";"US Cremonese";"771";"ITA - Serie A";"5";"2025/2026";"129";"RM";"Midfield";"84.78";"9";"0";"9595.33";"113.17";"1530.0";"575.33";"52.11";"183.11";"9.67";"758.44";"61.78";"28.36";"29.04";"91.33";"3.0";"75.56";"12.33";"2.0";"0.68";"0.73";"0.67";"1.42";"null";"35.78";"1.89";"2.75";"10185.73";"113.17";"1624.14";"610.73";"55.32";"194.38";"10.26";"805.11";"65.58";"96.95";"3.18";"80.2";"13.09";"2.12";"0.71";"37.98"
"Luke Thomas";"L. Thomas";"26610";"2001-06-10";"Leicester City";"62";"ENG - Championship";"31";"2025/2026";"129";"LB";"Full Back";"95.13";"24";"0";"10082.38";"105.99";"1382.92";"563.96";"53.79";"156.54";"9.25";"720.5";"63.04";"28.39";"29.84";"113.96";"7.12";"94.71";"17.92";"5.17";"0.56";"0.6";"1.46";"1.29";"1.44";"33.92";"1.93";"2.69";"9538.89";"105.99";"1308.37";"533.56";"50.89";"148.1";"8.75";"681.66";"59.64";"107.82";"6.74";"89.6";"16.95";"4.89";"1.38";"32.09"
"George Hirst";"G. Hirst";"26612";"1999-02-15";"Ipswich Town";"752";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"77.95";"18";"0";"8130.0";"104.3";"993.22";"497.0";"53.17";"210.72";"12.89";"707.72";"66.06";"29.65";"31.5";"85.0";"7.44";"65.83";"13.56";"5.67";"0.62";"0.66";"2.67";"1.32";"1.44";"35.39";"1.78";"2.91";"9387.12";"104.3";"1146.8";"573.85";"61.39";"243.31";"14.88";"817.16";"76.27";"98.14";"8.6";"76.01";"15.65";"6.54";"3.08";"40.86"
"Crysencio Summerville";"C. Summerville";"26631";"2001-10-30";"West Ham United";"37";"ENG - Premier League";"1";"2025/2026";"129";"LW";"Wide Attacker";"92.15";"12";"0";"9624.08";"104.44";"1295.83";"570.67";"63.58";"267.33";"14.5";"838.0";"78.08";"30.63";"31.86";"104.83";"10.5";"83.42";"21.75";"7.92";"0.6";"0.61";"2.58";"1.17";"1.19";"38.33";"2.06";"2.8";"9399.96";"104.44";"1265.66";"557.38";"62.1";"261.11";"14.16";"818.49";"76.26";"102.39";"10.26";"81.47";"21.24";"7.73";"2.52";"37.44"
"Chris Willock";"C. Willock";"26648";"1998-01-31";"Cardiff City";"61";"ENG - League One";"101";"2025/2026";"129";"LW";"Wide Attacker";"82.68";"18";"0";"8660.17";"104.74";"1275.56";"574.61";"54.11";"178.5";"10.39";"753.11";"64.5";"28.49";"29.92";"98.11";"9.5";"81.94";"17.0";"6.67";"0.64";"0.69";"1.67";"1.38";"1.46";"36.89";"2.03";"2.67";"9426.51";"104.74";"1388.43";"625.46";"58.9";"194.3";"11.31";"819.75";"70.21";"106.79";"10.34";"89.2";"18.5";"7.26";"1.81";"40.15"
"Josh Davison";"J. Davison";"26651";"1999-09-16";"Tranmere Rovers FC";"2822";"ENG - League Two";"204";"2025/2026";"129";"CF";"Center Forward";"77.37";"8";"0";"8031.0";"103.8";"973.5";"430.62";"45.25";"153.75";"10.5";"584.38";"55.75";"29.84";"30.46";"89.25";"8.12";"63.75";"14.5";"6.5";"0.6";"0.73";"2.25";"1.28";"null";"29.38";"2.08";"3.16";"9342.4";"103.8";"1132.46";"500.94";"52.64";"178.86";"12.21";"679.8";"64.85";"103.82";"9.45";"74.16";"16.87";"7.56";"2.62";"34.17"
"Milan van Ewijk";"M. van Ewijk";"26740";"2000-09-08";"Coventry City Football Club";"1545";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"96.43";"27";"0";"9637.19";"99.94";"1183.89";"579.52";"62.48";"318.85";"15.33";"898.37";"77.81";"31.57";"32.88";"112.11";"8.07";"87.56";"22.67";"5.7";"0.6";"0.67";"2.59";"1.13";"1.29";"30.7";"1.77";"2.47";"8994.38";"99.94";"1104.92";"540.86";"58.31";"297.58";"14.31";"838.45";"72.62";"104.63";"7.54";"81.72";"21.15";"5.32";"2.42";"28.66"
"Mats Knoester";"M. Knoester";"26754";"1998-11-19";"Aberdeen";"246";"SCO - Premiership";"18";"2025/2026";"129";"LCB";"Central Defender";"96.92";"21";"0";"10006.05";"103.24";"1202.19";"408.0";"37.48";"122.29";"6.24";"530.29";"43.71";"28.24";"30.14";"104.05";"5.19";"83.33";"11.33";"3.19";"0.81";"1.02";"0.81";"1.62";"null";"20.57";"1.89";"3.03";"9291.64";"103.24";"1116.36";"378.87";"34.8";"113.55";"5.79";"492.42";"40.59";"96.62";"4.82";"77.38";"10.52";"2.96";"0.75";"19.1"
"Haji Wright";"H. Wright";"26772";"1998-03-27";"Coventry City Football Club";"1545";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"84.09";"21";"0";"8559.24";"101.79";"1084.43";"483.52";"50.81";"184.0";"10.38";"667.52";"61.19";"29.89";"31.86";"93.9";"8.57";"74.33";"16.29";"6.38";"0.63";"0.68";"2.29";"1.35";"1.48";"35.38";"1.91";"2.85";"9160.66";"101.79";"1160.63";"517.5";"54.38";"196.93";"11.11";"714.43";"65.49";"100.5";"9.17";"79.56";"17.43";"6.83";"2.45";"37.87"
"Jordan Williams";"J. Williams";"26786";"1999-10-22";"Portsmouth";"50";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"80.69";"8";"0";"8962.88";"111.08";"1315.62";"595.5";"54.62";"266.38";"11.12";"861.88";"65.75";"30.46";"31.52";"107.38";"8.12";"84.25";"17.0";"7.25";"0.62";"0.7";"4.25";"1.36";"1.36";"31.62";"2.2";"2.74";"9996.8";"111.08";"1467.39";"664.19";"60.93";"297.1";"12.41";"961.3";"73.33";"119.76";"9.06";"93.97";"18.96";"8.09";"4.74";"35.27"
"Callum Styles";"C. Styles";"26788";"2000-03-27";"West Bromwich Albion";"34";"ENG - Championship";"31";"2025/2026";"129";"LB";"Full Back";"98.3";"19";"0";"11554.05";"117.54";"1784.42";"710.05";"66.16";"214.58";"12.0";"924.63";"78.16";"29.03";"30.16";"116.95";"6.79";"98.26";"18.21";"4.95";"0.61";"0.74";"1.84";"1.34";"1.5";"46.05";"1.79";"2.61";"10578.76";"117.54";"1633.8";"650.12";"60.57";"196.47";"10.99";"846.58";"71.56";"107.08";"6.22";"89.97";"16.67";"4.53";"1.69";"42.17"
"Morgan Whittaker";"M. Whittaker";"26797";"2001-01-07";"Middlesbrough";"43";"ENG - Championship";"31";"2025/2026";"129";"AM";"Midfield";"83.66";"8";"0";"9673.25";"115.63";"1489.75";"691.5";"63.25";"221.12";"12.0";"912.62";"75.25";"29.02";"29.76";"100.5";"5.12";"80.25";"14.62";"3.75";"0.77";"0.81";"0.5";"1.67";"null";"42.88";"1.89";"2.64";"10406.52";"115.63";"1602.68";"743.92";"68.04";"237.89";"12.91";"981.81";"80.95";"108.12";"5.51";"86.33";"15.73";"4.03";"0.54";"46.13"
"Morgan Whittaker";"M. Whittaker";"26797";"2001-01-07";"Middlesbrough";"43";"ENG - Championship";"31";"2025/2026";"129";"RW";"Wide Attacker";"87.08";"10";"0";"10187.6";"116.99";"1556.3";"770.5";"72.1";"269.0";"15.5";"1039.5";"87.6";"28.79";"29.4";"103.0";"6.5";"81.6";"19.5";"4.7";"0.68";"0.68";"1.1";"1.55";"1.75";"43.3";"1.94";"2.71";"10529.42";"116.99";"1608.52";"796.35";"74.52";"278.03";"16.02";"1074.38";"90.54";"106.46";"6.72";"84.34";"20.15";"4.86";"1.14";"44.75"
"Jason Knight";"J. Knight";"26798";"2001-02-13";"Bristol City";"753";"ENG - Championship";"31";"2025/2026";"129";"RM";"Midfield";"93.88";"15";"0";"10918.47";"116.3";"1923.67";"515.47";"45.53";"92.4";"5.07";"607.87";"50.6";"27.17";"28.5";"126.6";"4.8";"103.87";"14.0";"2.87";"0.7";"0.74";"0.67";"1.43";"1.67";"38.87";"1.91";"2.76";"10466.84";"116.3";"1844.1";"494.15";"43.65";"88.58";"4.86";"582.72";"48.51";"121.36";"4.6";"99.57";"13.42";"2.75";"0.64";"37.26"
"Sean McLoughlin";"S. McLoughlin";"26800";"1996-11-13";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"CB";"Central Defender";"98.72";"12";"0";"10360.58";"104.95";"1279.75";"414.33";"40.67";"126.17";"7.25";"540.5";"47.92";"29.05";"30.06";"105.25";"5.58";"81.25";"11.75";"4.25";"0.68";"0.84";"0.67";"1.67";"null";"25.33";"1.94";"2.88";"9445.88";"104.95";"1166.76";"377.75";"37.08";"115.03";"6.61";"492.78";"43.69";"95.96";"5.09";"74.08";"10.71";"3.87";"0.61";"23.1"
"Sean McLoughlin";"S. McLoughlin";"26800";"1996-11-13";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"LCB";"Central Defender";"98.87";"15";"0";"10605.27";"107.27";"1438.67";"544.53";"48.47";"121.93";"6.87";"666.47";"55.33";"28.17";"29.8";"110.8";"5.87";"84.2";"12.4";"3.73";"0.66";"0.68";"0.6";"1.42";"1.78";"28.87";"1.85";"2.84";"9653.94";"107.27";"1309.61";"495.69";"44.12";"111.0";"6.25";"606.68";"50.37";"100.86";"5.34";"76.65";"11.29";"3.4";"0.55";"26.28"
"Bright Osayi-Samuel";"B. Osayi-Samuel";"26806";"1997-12-31";"Birmingham City";"51";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"86.79";"8";"0";"8652.88";"99.7";"984.62";"438.25";"48.88";"225.38";"11.12";"663.62";"60.0";"31.3";"32.14";"101.5";"9.0";"83.88";"16.12";"8.0";"0.62";"0.66";"3.25";"1.1";"1.42";"27.88";"2.03";"2.88";"8972.74";"99.7";"1021.02";"454.45";"50.68";"233.71";"11.54";"688.16";"62.22";"105.25";"9.33";"86.98";"16.72";"8.3";"3.37";"28.91"
"Dara O'Shea";"D. O'Shea";"26811";"1999-03-04";"Ipswich Town";"752";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"99.06";"28";"0";"10149.68";"102.46";"1316.07";"399.89";"38.5";"122.14";"6.71";"522.04";"45.21";"29.17";"31.36";"109.43";"6.61";"83.18";"11.75";"3.46";"0.63";"0.68";"0.68";"1.19";"1.57";"21.71";"1.97";"2.82";"9221.44";"102.46";"1195.71";"363.32";"34.98";"110.97";"6.1";"474.29";"41.08";"99.42";"6.0";"75.57";"10.68";"3.15";"0.62";"19.73"
"Ayumu Seko";"A. Seko";"26818";"2000-06-07";"Le Havre AC";"69";"FRA - Ligue 1";"3";"2025/2026";"129";"DM";"Midfield";"98.51";"11";"0";"12202.18";"123.87";"2446.36";"726.45";"62.82";"171.55";"9.64";"898.0";"72.45";"28.21";"29.66";"126.27";"6.09";"110.73";"16.0";"3.91";"0.66";"0.74";"1.0";"1.37";"null";"51.36";"1.93";"2.69";"11148.0";"123.87";"2235.02";"663.69";"57.39";"156.73";"8.8";"820.42";"66.19";"115.36";"5.56";"101.16";"14.62";"3.57";"0.91";"46.93"
"Reo Hatate";"R. Hatate";"26902";"1997-11-21";"Celtic FC";"248";"SCO - Premiership";"18";"2025/2026";"129";"LM";"Midfield";"80.23";"11";"0";"9649.73";"120.27";"1581.45";"487.45";"43.73";"97.64";"5.91";"585.09";"49.64";"26.96";"27.58";"96.27";"4.36";"83.18";"10.91";"3.45";"0.68";"0.79";"0.27";"1.86";"null";"31.55";"2.0";"2.84";"10824.17";"120.27";"1773.93";"546.78";"49.05";"109.52";"6.63";"656.3";"55.68";"107.99";"4.89";"93.31";"12.24";"3.87";"0.31";"35.38"
